ordinal,_key,_id,_from,_to,edge_family,edge_type,perspective,unique_id,references_table,references_column,weight,priority_weight,field_component,variable_name,origin,join_type
73,inv_trans_dist:dist_id:structural:system:has_column:SYS_HAS_INV_DIS_001,manufacturing_graph_edge/inv_trans_dist:dist_id:structural:system:has_column:SYS_HAS_INV_DIS_001,manufacturing_graph_node/inv_trans_dist:entity:structural:system:none:none,manufacturing_graph_node/inv_trans_dist:dist_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_DIS_001,,,,,,,,
74,inv_trans_dist:in_trans_id:structural:system:has_column:SYS_HAS_INV_INT_001,manufacturing_graph_edge/inv_trans_dist:in_trans_id:structural:system:has_column:SYS_HAS_INV_INT_001,manufacturing_graph_node/inv_trans_dist:entity:structural:system:none:none,manufacturing_graph_node/inv_trans_dist:in_trans_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_INT_001,,,,,,,,
75,inv_trans_dist:out_trans_id:structural:system:has_column:SYS_HAS_INV_OUT_001,manufacturing_graph_edge/inv_trans_dist:out_trans_id:structural:system:has_column:SYS_HAS_INV_OUT_001,manufacturing_graph_node/inv_trans_dist:entity:structural:system:none:none,manufacturing_graph_node/inv_trans_dist:out_trans_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_OUT_001,,,,,,,,
76,inv_trans_dist:dist_qty:structural:system:has_column:SYS_HAS_INV_DIS_002,manufacturing_graph_edge/inv_trans_dist:dist_qty:structural:system:has_column:SYS_HAS_INV_DIS_002,manufacturing_graph_node/inv_trans_dist:entity:structural:system:none:none,manufacturing_graph_node/inv_trans_dist:dist_qty:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_DIS_002,,,,,,,,
77,inv_trans_dist:created_at:structural:system:has_column:SYS_HAS_INV_CRE_001,manufacturing_graph_edge/inv_trans_dist:created_at:structural:system:has_column:SYS_HAS_INV_CRE_001,manufacturing_graph_node/inv_trans_dist:entity:structural:system:none:none,manufacturing_graph_node/inv_trans_dist:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_CRE_001,,,,,,,,
78,inventory_transaction:transaction_id:structural:system:has_column:SYS_HAS_INV_TRA_002,manufacturing_graph_edge/inventory_transaction:transaction_id:structural:system:has_column:SYS_HAS_INV_TRA_002,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:transaction_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_TRA_002,,,,,,,,
79,inventory_transaction:class:structural:system:has_column:SYS_HAS_INV_CLA_001,manufacturing_graph_edge/inventory_transaction:class:structural:system:has_column:SYS_HAS_INV_CLA_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:class:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_CLA_001,,,,,,,,
80,inventory_transaction:type:structural:system:has_column:SYS_HAS_INV_TYP_001,manufacturing_graph_edge/inventory_transaction:type:structural:system:has_column:SYS_HAS_INV_TYP_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:type:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_TYP_001,,,,,,,,
81,inventory_transaction:part_id:structural:system:has_column:SYS_HAS_INV_PAR_001,manufacturing_graph_edge/inventory_transaction:part_id:structural:system:has_column:SYS_HAS_INV_PAR_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_PAR_001,,,,,,,,
82,inventory_transaction:wo_id:structural:system:has_column:SYS_HAS_INV_WOI_001,manufacturing_graph_edge/inventory_transaction:wo_id:structural:system:has_column:SYS_HAS_INV_WOI_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:wo_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_WOI_001,,,,,,,,
83,inventory_transaction:po_id:structural:system:has_column:SYS_HAS_INV_POI_001,manufacturing_graph_edge/inventory_transaction:po_id:structural:system:has_column:SYS_HAS_INV_POI_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:po_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_POI_001,,,,,,,,
84,inventory_transaction:site_id:structural:system:has_column:SYS_HAS_INV_SIT_001,manufacturing_graph_edge/inventory_transaction:site_id:structural:system:has_column:SYS_HAS_INV_SIT_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:site_id:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_SIT_001,,,,,,,,
85,inventory_transaction:quantity:structural:system:has_column:SYS_HAS_INV_QUA_001,manufacturing_graph_edge/inventory_transaction:quantity:structural:system:has_column:SYS_HAS_INV_QUA_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:quantity:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_QUA_001,,,,,,,,
86,inventory_transaction:trans_date:structural:system:has_column:SYS_HAS_INV_TRA_001,manufacturing_graph_edge/inventory_transaction:trans_date:structural:system:has_column:SYS_HAS_INV_TRA_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:trans_date:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_TRA_001,,,,,,,,
87,inventory_transaction:created_at:structural:system:has_column:SYS_HAS_INV_CRE_002,manufacturing_graph_edge/inventory_transaction:created_at:structural:system:has_column:SYS_HAS_INV_CRE_002,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_INV_CRE_002,,,,,,,,
88,labor_ticket:ticket_id:structural:system:has_column:SYS_HAS_LAB_TIC_001,manufacturing_graph_edge/labor_ticket:ticket_id:structural:system:has_column:SYS_HAS_LAB_TIC_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:ticket_id:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_TIC_001,,,,,,,,
89,labor_ticket:wo_id:structural:system:has_column:SYS_HAS_LAB_WOI_001,manufacturing_graph_edge/labor_ticket:wo_id:structural:system:has_column:SYS_HAS_LAB_WOI_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:wo_id:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_WOI_001,,,,,,,,
90,labor_ticket:sequence_no:structural:system:has_column:SYS_HAS_LAB_SEQ_001,manufacturing_graph_edge/labor_ticket:sequence_no:structural:system:has_column:SYS_HAS_LAB_SEQ_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:sequence_no:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_SEQ_001,,,,,,,,
91,labor_ticket:employee_id:structural:system:has_column:SYS_HAS_LAB_EMP_001,manufacturing_graph_edge/labor_ticket:employee_id:structural:system:has_column:SYS_HAS_LAB_EMP_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:employee_id:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_EMP_001,,,,,,,,
92,labor_ticket:resource_id:structural:system:has_column:SYS_HAS_LAB_RES_001,manufacturing_graph_edge/labor_ticket:resource_id:structural:system:has_column:SYS_HAS_LAB_RES_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:resource_id:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_RES_001,,,,,,,,
93,labor_ticket:clock_in:structural:system:has_column:SYS_HAS_LAB_CLO_001,manufacturing_graph_edge/labor_ticket:clock_in:structural:system:has_column:SYS_HAS_LAB_CLO_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:clock_in:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_CLO_001,,,,,,,,
94,labor_ticket:clock_out:structural:system:has_column:SYS_HAS_LAB_CLO_002,manufacturing_graph_edge/labor_ticket:clock_out:structural:system:has_column:SYS_HAS_LAB_CLO_002,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:clock_out:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_CLO_002,,,,,,,,
95,labor_ticket:total_hours:structural:system:has_column:SYS_HAS_LAB_TOT_001,manufacturing_graph_edge/labor_ticket:total_hours:structural:system:has_column:SYS_HAS_LAB_TOT_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:total_hours:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_TOT_001,,,,,,,,
96,labor_ticket:labor_cost:structural:system:has_column:SYS_HAS_LAB_LAB_001,manufacturing_graph_edge/labor_ticket:labor_cost:structural:system:has_column:SYS_HAS_LAB_LAB_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:labor_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_LAB_001,,,,,,,,
97,labor_ticket:burden_cost:structural:system:has_column:SYS_HAS_LAB_BUR_001,manufacturing_graph_edge/labor_ticket:burden_cost:structural:system:has_column:SYS_HAS_LAB_BUR_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:burden_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_BUR_001,,,,,,,,
98,labor_ticket:created_at:structural:system:has_column:SYS_HAS_LAB_CRE_001,manufacturing_graph_edge/labor_ticket:created_at:structural:system:has_column:SYS_HAS_LAB_CRE_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_LAB_CRE_001,,,,,,,,
99,material_issue:issue_id:structural:system:has_column:SYS_HAS_MAT_ISS_002,manufacturing_graph_edge/material_issue:issue_id:structural:system:has_column:SYS_HAS_MAT_ISS_002,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:issue_id:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_ISS_002,,,,,,,,
100,material_issue:wo_id:structural:system:has_column:SYS_HAS_MAT_WOI_001,manufacturing_graph_edge/material_issue:wo_id:structural:system:has_column:SYS_HAS_MAT_WOI_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:wo_id:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_WOI_001,,,,,,,,
101,material_issue:part_id:structural:system:has_column:SYS_HAS_MAT_PAR_002,manufacturing_graph_edge/material_issue:part_id:structural:system:has_column:SYS_HAS_MAT_PAR_002,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_PAR_002,,,,,,,,
102,material_issue:part_description:structural:system:has_column:SYS_HAS_MAT_PAR_001,manufacturing_graph_edge/material_issue:part_description:structural:system:has_column:SYS_HAS_MAT_PAR_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:part_description:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_PAR_001,,,,,,,,
103,material_issue:quantity:structural:system:has_column:SYS_HAS_MAT_QUA_001,manufacturing_graph_edge/material_issue:quantity:structural:system:has_column:SYS_HAS_MAT_QUA_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:quantity:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_QUA_001,,,,,,,,
104,material_issue:unit_cost:structural:system:has_column:SYS_HAS_MAT_UNI_001,manufacturing_graph_edge/material_issue:unit_cost:structural:system:has_column:SYS_HAS_MAT_UNI_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:unit_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_UNI_001,,,,,,,,
105,material_issue:total_cost:structural:system:has_column:SYS_HAS_MAT_TOT_001,manufacturing_graph_edge/material_issue:total_cost:structural:system:has_column:SYS_HAS_MAT_TOT_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:total_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_TOT_001,,,,,,,,
106,material_issue:issue_date:structural:system:has_column:SYS_HAS_MAT_ISS_001,manufacturing_graph_edge/material_issue:issue_date:structural:system:has_column:SYS_HAS_MAT_ISS_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:issue_date:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_ISS_001,,,,,,,,
107,material_issue:issued_by:structural:system:has_column:SYS_HAS_MAT_ISS_003,manufacturing_graph_edge/material_issue:issued_by:structural:system:has_column:SYS_HAS_MAT_ISS_003,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:issued_by:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_ISS_003,,,,,,,,
108,material_issue:created_at:structural:system:has_column:SYS_HAS_MAT_CRE_001,manufacturing_graph_edge/material_issue:created_at:structural:system:has_column:SYS_HAS_MAT_CRE_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_MAT_CRE_001,,,,,,,,
109,operation:rowid_pk:structural:system:has_column:SYS_HAS_OPE_ROW_001,manufacturing_graph_edge/operation:rowid_pk:structural:system:has_column:SYS_HAS_OPE_ROW_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:rowid_pk:structural:system:none:none,structural,has_column,system,SYS_HAS_OPE_ROW_001,,,,,,,,
110,operation:wo_id:structural:system:has_column:SYS_HAS_OPE_WOI_001,manufacturing_graph_edge/operation:wo_id:structural:system:has_column:SYS_HAS_OPE_WOI_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:wo_id:structural:system:none:none,structural,has_column,system,SYS_HAS_OPE_WOI_001,,,,,,,,
111,operation:workorder_type:structural:system:has_column:SYS_HAS_OPE_WOR_001,manufacturing_graph_edge/operation:workorder_type:structural:system:has_column:SYS_HAS_OPE_WOR_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:workorder_type:structural:system:none:none,structural,has_column,system,SYS_HAS_OPE_WOR_001,,,,,,,,
112,operation:sequence_no:structural:system:has_column:SYS_HAS_OPE_SEQ_001,manufacturing_graph_edge/operation:sequence_no:structural:system:has_column:SYS_HAS_OPE_SEQ_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:sequence_no:structural:system:none:none,structural,has_column,system,SYS_HAS_OPE_SEQ_001,,,,,,,,
113,operation:resource_id:structural:system:has_column:SYS_HAS_OPE_RES_001,manufacturing_graph_edge/operation:resource_id:structural:system:has_column:SYS_HAS_OPE_RES_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:resource_id:structural:system:none:none,structural,has_column,system,SYS_HAS_OPE_RES_001,,,,,,,,
114,operation:service_id:structural:system:has_column:SYS_HAS_OPE_SER_002,manufacturing_graph_edge/operation:service_id:structural:system:has_column:SYS_HAS_OPE_SER_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:service_id:structural:system:none:none,structural,has_column,system,SYS_HAS_OPE_SER_002,,,,,,,,
